text,emotion
I am really upset about this #1275,angry
I am very angry right now #1276,angry
This situation makes me furious #1277,angry
I feel frustrated today #1278,angry
I am really upset about this #1279,angry
This situation makes me furious #1280,angry
I am very angry right now #1281,angry
I feel frustrated today #1282,angry
I feel frustrated today #1283,angry
I feel frustrated today #1284,angry
I am really upset about this #1285,angry
I am really upset about this #1286,angry
I am very angry right now #1287,angry
I am really upset about this #1288,angry
I am very angry right now #1289,angry
I am very angry right now #1290,angry
I am really upset about this #1291,angry
This situation makes me furious #1292,angry
I feel frustrated today #1293,angry
I am very angry right now #1294,angry
I am very angry right now #1295,angry
This situation makes me furious #1296,angry
This situation makes me furious #1297,angry
I feel frustrated today #1298,angry
This situation makes me furious #1299,angry
This situation makes me furious #1300,angry
I am really upset about this #1301,angry
I feel frustrated today #1302,angry
I am really upset about this #1303,angry
I am very angry right now #1304,angry
I feel frustrated today #1305,angry
I feel frustrated today #1306,angry
I am very angry right now #1307,angry
I feel frustrated today #1308,angry
I am really upset about this #1309,angry
I am really upset about this #1310,angry
I am really upset about this #1311,angry
This situation makes me furious #1312,angry
This situation makes me furious #1313,angry
I am very angry right now #1314,angry
I am really upset about this #1315,angry
I am really upset about this #1316,angry
I am really upset about this #1317,angry
I am very angry right now #1318,angry
I am really upset about this #1319,angry
I am very angry right now #1320,angry
I feel frustrated today #1321,angry
I am very angry right now #1322,angry
I am really upset about this #1323,angry
This situation makes me furious #1324,angry
I am very angry right now #1325,angry
This situation makes me furious #1326,angry
I am very angry right now #1327,angry
I feel frustrated today #1328,angry
I feel frustrated today #1329,angry
This makes me very mad #1330,angry
This makes me very mad #1331,angry
I am very angry right now #1332,angry
I feel frustrated today #1333,angry
I am really upset about this #1334,angry
This situation makes me furious #1335,angry
This makes me very mad #1336,angry
This situation makes me furious #1337,angry
I feel frustrated today #1338,angry
I am very angry right now #1339,angry
I am really upset about this #1340,angry
I am very angry right now #1341,angry
This makes me very mad #1342,angry
I am very angry right now #1343,angry
This situation makes me furious #1344,angry
This makes me very mad #1345,angry
I feel frustrated today #1346,angry
I feel frustrated today #1347,angry
I am really upset about this #1348,angry
This makes me very mad #1349,angry
This makes me very mad #1350,angry
This situation makes me furious #1351,angry
This situation makes me furious #1352,angry
I feel frustrated today #1353,angry
I am really upset about this #1354,angry
This situation makes me furious #1355,angry
This makes me very mad #1356,angry
I feel frustrated today #1357,angry
I feel frustrated today #1358,angry
I am really upset about this #1359,angry
This situation makes me furious #1360,angry
I am really upset about this #1361,angry
I feel frustrated today #1362,angry
I am very angry right now #1363,angry
I am really upset about this #1364,angry
This situation makes me furious #1365,angry
I feel frustrated today #1366,angry
I am really upset about this #1367,angry
I feel frustrated today #1368,angry
I am very angry right now #1369,angry
I feel frustrated today #1370,angry
This situation makes me furious #1371,angry
I feel frustrated today #1372,angry
This makes me very mad #1373,angry
This makes me very mad #1374,angry
I feel frustrated today #1375,angry
This situation makes me furious #1376,angry
I feel frustrated today #1377,angry
I am very angry right now #1378,angry
This makes me very mad #1379,angry
I am really upset about this #1380,angry
I am really upset about this #1381,angry
This situation makes me furious #1382,angry
This makes me very mad #1383,angry
I am very angry right now #1384,angry
This makes me very mad #1385,angry
I am very angry right now #1386,angry
I feel frustrated today #1387,angry
I am really upset about this #1388,angry
I am very angry right now #1389,angry
I feel frustrated today #1390,angry
I am really upset about this #1391,angry
I am really upset about this #1392,angry
I am really upset about this #1393,angry
This makes me very mad #1394,angry
I am very angry right now #1395,angry
I am very angry right now #1396,angry
This situation makes me furious #1397,angry
I am really upset about this #1398,angry
I am really upset about this #1399,angry
I am really upset about this #1400,angry
This makes me very mad #1401,angry
I am really upset about this #1402,angry
This situation makes me furious #1403,angry
I am very angry right now #1404,angry
This situation makes me furious #1405,angry
This makes me very mad #1406,angry
I am very angry right now #1407,angry
I feel frustrated today #1408,angry
This situation makes me furious #1409,angry
I am really upset about this #1410,angry
This situation makes me furious #1411,angry
I am really upset about this #1412,angry
This situation makes me furious #1413,angry
This makes me very mad #1414,angry
I feel frustrated today #1415,angry
I am really upset about this #1416,angry
I am very angry right now #1417,angry
I am very angry right now #1418,angry
This makes me very mad #1419,angry
I feel frustrated today #1420,angry
This situation makes me furious #1421,angry
This situation makes me furious #1422,angry
I am really upset about this #1423,angry
I am very angry right now #1424,angry
I am very angry right now #1425,angry
I am really upset about this #1426,angry
I am very angry right now #1427,angry
I am very angry right now #1428,angry
This makes me very mad #1429,angry
This makes me very mad #1430,angry
This makes me very mad #1431,angry
I am really upset about this #1432,angry
I feel frustrated today #1433,angry
This makes me very mad #1434,angry
I am really upset about this #1435,angry
I am very angry right now #1436,angry
This situation makes me furious #1437,angry
I am very angry right now #1438,angry
I feel frustrated today #1439,angry
This situation makes me furious #1440,angry
I feel frustrated today #1441,angry
I am really upset about this #1442,angry
I am really upset about this #1443,angry
I am very angry right now #1444,angry
This situation makes me furious #1445,angry
I am really upset about this #1446,angry
This makes me very mad #1447,angry
This situation makes me furious #1448,angry
I feel frustrated today #1449,angry
This situation makes me furious #1450,angry
I am very angry right now #1451,angry
I feel frustrated today #1452,angry
I feel frustrated today #1453,angry
I feel frustrated today #1454,angry
This situation makes me furious #1455,angry
This situation makes me furious #1456,angry
I feel frustrated today #1457,angry
I am very angry right now #1458,angry
I feel frustrated today #1459,angry
I am very angry right now #1460,angry
I am very angry right now #1461,angry
This makes me very mad #1462,angry
I am really upset about this #1463,angry
I am very angry right now #1464,angry
I am really upset about this #1465,angry
This makes me very mad #1466,angry
This makes me very mad #1467,angry
This situation makes me furious #1468,angry
I am very angry right now #1469,angry
This situation makes me furious #1470,angry
I am very angry right now #1471,angry
I feel frustrated today #1472,angry
This makes me very mad #1473,angry
I feel frustrated today #1474,angry
I feel frustrated today #1475,angry
I am really upset about this #1476,angry
I feel frustrated today #1477,angry
I feel frustrated today #1478,angry
This makes me very mad #1479,angry
I feel frustrated today #1480,angry
This situation makes me furious #1481,angry
I am really upset about this #1482,angry
I am really upset about this #1483,angry
I am very angry right now #1484,angry
This makes me very mad #1485,angry
I am very angry right now #1486,angry
I feel frustrated today #1487,angry
This makes me very mad #1488,angry
This situation makes me furious #1489,angry
I am really upset about this #1490,angry
This situation makes me furious #1491,angry
This makes me very mad #1492,angry
I am very angry right now #1493,angry
This makes me very mad #1494,angry
This makes me very mad #1495,angry
I am really upset about this #1496,angry
This situation makes me furious #1497,angry
I feel frustrated today #1498,angry
I feel frustrated today #1499,angry
I feel frustrated today #1500,angry
This makes me very mad #1501,angry
I am very angry right now #1502,angry
This makes me very mad #1503,angry
I am really upset about this #1504,angry
This situation makes me furious #1505,angry
This situation makes me furious #1506,angry
I am really upset about this #1507,angry
I am very angry right now #1508,angry
I feel frustrated today #1509,angry
This situation makes me furious #1510,angry
I am very angry right now #1511,angry
This makes me very mad #1512,angry
This situation makes me furious #1513,angry
I am very angry right now #1514,angry
This situation makes me furious #1515,angry
I am really upset about this #1516,angry
I am very angry right now #1517,angry
I am really upset about this #1518,angry
I am really upset about this #1519,angry
I feel frustrated today #1520,angry
This situation makes me furious #1521,angry
I feel frustrated today #1522,angry
This makes me very mad #1523,angry
This makes me very mad #1524,angry
I am really upset about this #1525,angry
I am really upset about this #1526,angry
This situation makes me furious #1527,angry
I am really upset about this #1528,angry
This situation makes me furious #1529,angry
This situation makes me furious #1530,angry
This situation makes me furious #1531,angry
I am very angry right now #1532,angry
This makes me very mad #1533,angry
I feel frustrated today #1534,angry
I feel frustrated today #1535,angry
This makes me very mad #1536,angry
This situation makes me furious #1537,angry
This makes me very mad #1538,angry
I feel frustrated today #1539,angry
I feel frustrated today #1540,angry
I am very angry right now #1541,angry
I am really upset about this #1542,angry
I am really upset about this #1543,angry
I feel frustrated today #1544,angry
This situation makes me furious #1545,angry
I am really upset about this #1546,angry
I am very angry right now #1547,angry
This situation makes me furious #1548,angry
I feel frustrated today #1549,angry
This makes me very mad #1550,angry
I am really upset about this #1551,angry
This situation makes me furious #1552,angry
This makes me very mad #1553,angry
I feel frustrated today #1554,angry
This makes me very mad #1555,angry
This situation makes me furious #1556,angry
I am very angry right now #1557,angry
This situation makes me furious #1558,angry
I feel frustrated today #1559,angry
I feel frustrated today #1560,angry
This makes me very mad #1561,angry
This situation makes me furious #1562,angry
This makes me very mad #1563,angry
This makes me very mad #1564,angry
I am really upset about this #1565,angry
I am really upset about this #1566,angry
I am really upset about this #1567,angry
I am really upset about this #1568,angry
I am really upset about this #1569,angry
I feel frustrated today #1570,angry
I am really upset about this #1571,angry
This makes me very mad #1572,angry
This makes me very mad #1573,angry
This situation makes me furious #1574,angry
I am really upset about this #1575,angry
I am really upset about this #1576,angry
This situation makes me furious #1577,angry
This situation makes me furious #1578,angry
This situation makes me furious #1579,angry
I am really upset about this #1580,angry
This situation makes me furious #1581,angry
This situation makes me furious #1582,angry
I feel frustrated today #1583,angry
I am very angry right now #1584,angry
I feel frustrated today #1585,angry
I am very angry right now #1586,angry
This situation makes me furious #1587,angry
I am very angry right now #1588,angry
This makes me very mad #1589,angry
This situation makes me furious #1590,angry
I am really upset about this #1591,angry
I am really upset about this #1592,angry
I am very angry right now #1593,angry
This makes me very mad #1594,angry
I am really upset about this #1595,angry
I am really upset about this #1596,angry
I feel frustrated today #1597,angry
I feel frustrated today #1598,angry
This situation makes me furious #1599,angry
I am really upset about this #1600,angry
This makes me very mad #1601,angry
I am very angry right now #1602,angry
This makes me very mad #1603,angry
This situation makes me furious #1604,angry
I am really upset about this #1605,angry
I am really upset about this #1606,angry
I am very angry right now #1607,angry
This makes me very mad #1608,angry
I feel frustrated today #1609,angry
This situation makes me furious #1610,angry
This makes me very mad #1611,angry
This makes me very mad #1612,angry
This situation makes me furious #1613,angry
I am really upset about this #1614,angry
I am really upset about this #1615,angry
This situation makes me furious #1616,angry
This makes me very mad #1617,angry
This makes me very mad #1618,angry
I feel frustrated today #1619,angry
I feel frustrated today #1620,angry
I am very angry right now #1621,angry
This situation makes me furious #1622,angry
I feel frustrated today #1623,angry
This makes me very mad #1624,angry
I feel frustrated today #1625,angry
I feel frustrated today #1626,angry
This situation makes me furious #1627,angry
I am really upset about this #1628,angry
This situation makes me furious #1629,angry
This situation makes me furious #1630,angry
I am really upset about this #1631,angry
This makes me very mad #1632,angry
This makes me very mad #1633,angry
I am very angry right now #1634,angry
I am very angry right now #1635,angry
I am really upset about this #1636,angry
This situation makes me furious #1637,angry
This situation makes me furious #1638,angry
This situation makes me furious #1639,angry
I feel frustrated today #1640,angry
This makes me very mad #1641,angry
I am very angry right now #1642,angry
I feel frustrated today #1643,angry
I feel frustrated today #1644,angry
This situation makes me furious #1645,angry
This situation makes me furious #1646,angry
I am very angry right now #1647,angry
This makes me very mad #1648,angry
I am very angry right now #1649,angry
I am very angry right now #1650,angry
This situation makes me furious #1651,angry
This makes me very mad #1652,angry
I feel frustrated today #1653,angry
I am very angry right now #1654,angry
I am very angry right now #1655,angry
This situation makes me furious #1656,angry
I am very angry right now #1657,angry
I am very angry right now #1658,angry
I am really upset about this #1659,angry
I am really upset about this #1660,angry
This makes me very mad #1661,angry
I am really upset about this #1662,angry
This makes me very mad #1663,angry
This situation makes me furious #1664,angry
I feel frustrated today #1665,angry
I am very angry right now #1666,angry
I am very angry right now #1667,angry
This situation makes me furious #1668,angry
I am really upset about this #1669,angry
This makes me very mad #1670,angry
I am very angry right now #1671,angry
This makes me very mad #1672,angry
I feel frustrated today #1673,angry
This situation makes me furious #1674,angry
This situation makes me furious #1675,angry
This makes me very mad #1676,angry
This makes me very mad #1677,angry
This situation makes me furious #1678,angry
I am very angry right now #1679,angry
I feel frustrated today #1680,angry
I am very angry right now #1681,angry
This makes me very mad #1682,angry
This makes me very mad #1683,angry
This makes me very mad #1684,angry
This situation makes me furious #1685,angry
I feel frustrated today #1686,angry
I feel frustrated today #1687,angry
This makes me very mad #1688,angry
I am very angry right now #1689,angry
I feel frustrated today #1690,angry
I am really upset about this #1691,angry
This situation makes me furious #1692,angry
This situation makes me furious #1693,angry
I am very angry right now #1694,angry
This makes me very mad #1695,angry
This situation makes me furious #1696,angry
I feel frustrated today #1697,angry
I am very angry right now #1698,angry
I am very angry right now #1699,angry
I am really upset about this #1700,angry
I am very angry right now #1701,angry
This makes me very mad #1702,angry
I am very angry right now #1703,angry
I feel frustrated today #1704,angry
This makes me very mad #1705,angry
I am very angry right now #1706,angry
I feel frustrated today #1707,angry
I am really upset about this #1708,angry
This situation makes me furious #1709,angry
I am very angry right now #1710,angry
I am very angry right now #1711,angry
I am very angry right now #1712,angry
I am very angry right now #1713,angry
This makes me very mad #1714,angry
This makes me very mad #1715,angry
I am really upset about this #1716,angry
I am very angry right now #1717,angry
This makes me very mad #1718,angry
I am very angry right now #1719,angry
This makes me very mad #1720,angry
This situation makes me furious #1721,angry
I feel frustrated today #1722,angry
I am really upset about this #1723,angry
This situation makes me furious #1724,angry
This makes me very mad #1725,angry
This situation makes me furious #1726,angry
This makes me very mad #1727,angry
I am very angry right now #1728,angry
I feel frustrated today #1729,angry
This makes me very mad #1730,angry
This makes me very mad #1731,angry
This makes me very mad #1732,angry
This makes me very mad #1733,angry
I am very angry right now #1734,angry
This makes me very mad #1735,angry
I am really upset about this #1736,angry
This makes me very mad #1737,angry
This makes me very mad #1738,angry
I am really upset about this #1739,angry
This situation makes me furious #1740,angry
This situation makes me furious #1741,angry
I feel frustrated today #1742,angry
This makes me very mad #1743,angry
I am really upset about this #1744,angry
This situation makes me furious #1745,angry
I am very angry right now #1746,angry
This situation makes me furious #1747,angry
I feel frustrated today #1748,angry
I am really upset about this #1749,angry
I am very angry right now #1750,angry
I am really upset about this #1751,angry
I am really upset about this #1752,angry
This situation makes me furious #1753,angry
I am really upset about this #1754,angry
I am really upset about this #1755,angry
This situation makes me furious #1756,angry
This makes me very mad #1757,angry
I am very angry right now #1758,angry
I feel frustrated today #1759,angry
I am very angry right now #1760,angry
This situation makes me furious #1761,angry
This makes me very mad #1762,angry
This makes me very mad #1763,angry
I am really upset about this #1764,angry
This situation makes me furious #1765,angry
I am really upset about this #1766,angry
I am very angry right now #1767,angry
I feel frustrated today #1768,angry
I feel frustrated today #1769,angry
I am really upset about this #1770,angry
I am really upset about this #1771,angry
I am very angry right now #1772,angry
This situation makes me furious #1773,angry
I am really upset about this #1774,angry
This makes me very mad #1775,angry
I am very angry right now #1776,angry
This situation makes me furious #1777,angry
This makes me very mad #1778,angry
I am very angry right now #1779,angry
This situation makes me furious #1780,angry
I am really upset about this #1781,angry
This makes me very mad #1782,angry
This situation makes me furious #1783,angry
This makes me very mad #1784,angry
This makes me very mad #1785,angry
I feel frustrated today #1786,angry
This situation makes me furious #1787,angry
This makes me very mad #1788,angry
This makes me very mad #1789,angry
This situation makes me furious #1790,angry
This makes me very mad #1791,angry
I feel frustrated today #1792,angry
This situation makes me furious #1793,angry
I am very angry right now #1794,angry
I am really upset about this #1795,angry
I am really upset about this #1796,angry
This makes me very mad #1797,angry
This makes me very mad #1798,angry
I am very angry right now #1799,angry
This makes me very mad #1800,angry
This makes me very mad #1801,angry
This makes me very mad #1802,angry
I feel frustrated today #1803,angry
This makes me very mad #1804,angry
This makes me very mad #1805,angry
This makes me very mad #1806,angry
I am really upset about this #1807,angry
I am very angry right now #1808,angry
This makes me very mad #1809,angry
I am really upset about this #1810,angry
I am really upset about this #1811,angry
This situation makes me furious #1812,angry
I am very angry right now #1813,angry
I am very angry right now #1814,angry
I am very angry right now #1815,angry
I am really upset about this #1816,angry
I feel frustrated today #1817,angry
This situation makes me furious #1818,angry
I am really upset about this #1819,angry
This makes me very mad #1820,angry
I am really upset about this #1821,angry
I am very angry right now #1822,angry
I am really upset about this #1823,angry
I feel frustrated today #1824,angry
This situation makes me furious #1825,angry
This situation makes me furious #1826,angry
This makes me very mad #1827,angry
This situation makes me furious #1828,angry
I am really upset about this #1829,angry
I am really upset about this #1830,angry
I am very angry right now #1831,angry
I am very angry right now #1832,angry
I am very angry right now #1833,angry
This makes me very mad #1834,angry
I am very angry right now #1835,angry
This makes me very mad #1836,angry
I am very angry right now #1837,angry
I am really upset about this #1838,angry
This situation makes me furious #1839,angry
This makes me very mad #1840,angry
I am very angry right now #1841,angry
I am really upset about this #1842,angry
I am very angry right now #1843,angry
I am very angry right now #1844,angry
This makes me very mad #1845,angry
I am very angry right now #1846,angry
This situation makes me furious #1847,angry
This situation makes me furious #1848,angry
I feel frustrated today #1849,angry
I feel frustrated today #1850,angry
This makes me very mad #1851,angry
I am very angry right now #1852,angry
I feel frustrated today #1853,angry
I am very angry right now #1854,angry
This situation makes me furious #1855,angry
This situation makes me furious #1856,angry
I feel frustrated today #1857,angry
This situation makes me furious #1858,angry
This makes me very mad #1859,angry
I feel frustrated today #1860,angry
This makes me very mad #1861,angry
I feel frustrated today #1862,angry
I am very angry right now #1863,angry
I feel frustrated today #1864,angry
This situation makes me furious #1865,angry
I feel frustrated today #1866,angry
This situation makes me furious #1867,angry
I feel frustrated today #1868,angry
This makes me very mad #1869,angry
This situation makes me furious #1870,angry
This makes me very mad #1871,angry
This makes me very mad #1872,angry
I am really upset about this #1873,angry
This situation makes me furious #1874,angry
I am very angry right now #1875,angry
I feel frustrated today #1876,angry
I am really upset about this #1877,angry
This makes me very mad #1878,angry
This situation makes me furious #1879,angry
I am very angry right now #1880,angry
This makes me very mad #1881,angry
This makes me very mad #1882,angry
I feel frustrated today #1883,angry
This situation makes me furious #1884,angry
This situation makes me furious #1885,angry
I feel frustrated today #1886,angry
I feel frustrated today #1887,angry
I feel frustrated today #1888,angry
This situation makes me furious #1889,angry
This situation makes me furious #1890,angry
This situation makes me furious #1891,angry
I am very angry right now #1892,angry
I am really upset about this #1893,angry
I feel frustrated today #1894,angry
I am really upset about this #1895,angry
This situation makes me furious #1896,angry
I am very angry right now #1897,angry
I am really upset about this #1898,angry
I am very angry right now #1899,angry
This situation makes me furious #1900,angry
I am very angry right now #1901,angry
This situation makes me furious #1902,angry
This makes me very mad #1903,angry
This situation makes me furious #1904,angry
I am very angry right now #1905,angry
I feel frustrated today #1906,angry
I am very angry right now #1907,angry
I feel frustrated today #1908,angry
I am very angry right now #1909,angry
I feel frustrated today #1910,angry
This situation makes me furious #1911,angry
I am really upset about this #1912,angry
I feel frustrated today #1913,angry
This makes me very mad #1914,angry
I am really upset about this #1915,angry
I feel frustrated today #1916,angry
This situation makes me furious #1917,angry
I feel frustrated today #1918,angry
I am really upset about this #1919,angry
I am really upset about this #1920,angry
I am very angry right now #1921,angry
I am really upset about this #1922,angry
I feel frustrated today #1923,angry
I feel frustrated today #1924,angry
This situation makes me furious #1925,angry
This makes me very mad #1926,angry
I am really upset about this #1927,angry
I feel frustrated today #1928,angry
I am very angry right now #1929,angry
I feel frustrated today #1930,angry
This makes me very mad #1931,angry
This makes me very mad #1932,angry
I am really upset about this #1933,angry
This situation makes me furious #1934,angry
I am very angry right now #1935,angry
I am very angry right now #1936,angry
I am very angry right now #1937,angry
I am really upset about this #1938,angry
This situation makes me furious #1939,angry
This situation makes me furious #1940,angry
This situation makes me furious #1941,angry
This makes me very mad #1942,angry
This situation makes me furious #1943,angry
I am really upset about this #1944,angry
This situation makes me furious #1945,angry
I feel frustrated today #1946,angry
This makes me very mad #1947,angry
I am really upset about this #1948,angry
This situation makes me furious #1949,angry
I am very angry right now #1950,angry
This makes me very mad #1951,angry
I feel frustrated today #1952,angry
I am very angry right now #1953,angry
This makes me very mad #1954,angry
I am really upset about this #1955,angry
I feel frustrated today #1956,angry
This situation makes me furious #1957,angry
I am very angry right now #1958,angry
I feel frustrated today #1959,angry
I feel frustrated today #1960,angry
I feel frustrated today #1961,angry
I am very angry right now #1962,angry
I am really upset about this #1963,angry
I am really upset about this #1964,angry
This makes me very mad #1965,angry
I am really upset about this #1966,angry
I am very angry right now #1967,angry
This makes me very mad #1968,angry
I feel frustrated today #1969,angry
I am really upset about this #1970,angry
I feel frustrated today #1971,angry
This situation makes me furious #1972,angry
This situation makes me furious #1973,angry
I am very angry right now #1974,angry
I am very angry right now #1975,angry
I am really upset about this #1976,angry
This situation makes me furious #1977,angry
This situation makes me furious #1978,angry
This situation makes me furious #1979,angry
This situation makes me furious #1980,angry
I feel frustrated today #1981,angry
This makes me very mad #1982,angry
I feel frustrated today #1983,angry
This situation makes me furious #1984,angry
This makes me very mad #1985,angry
This makes me very mad #1986,angry
This situation makes me furious #1987,angry
I am very angry right now #1988,angry
This makes me very mad #1989,angry
I am very angry right now #1990,angry
I feel frustrated today #1991,angry
I am very angry right now #1992,angry
I am very angry right now #1993,angry
This situation makes me furious #1994,angry
I am really upset about this #1995,angry
I feel frustrated today #1996,angry
I feel frustrated today #1997,angry
This makes me very mad #1998,angry
This situation makes me furious #1999,angry
Today I feel very calm #0,calm
I am enjoying a peaceful moment #1,calm
Today I feel very calm #2,calm
I am enjoying a peaceful moment #3,calm
My mind feels quiet and relaxed #4,calm
Everything feels calm today #5,calm
Everything feels calm today #6,calm
My mind feels quiet and relaxed #7,calm
My mind feels quiet and relaxed #8,calm
Everything feels calm today #9,calm
Everything feels calm today #10,calm
I feel peaceful and relaxed #11,calm
I feel peaceful and relaxed #12,calm
I am enjoying a peaceful moment #13,calm
I feel peaceful and relaxed #14,calm
Everything feels calm today #15,calm
I am enjoying a peaceful moment #16,calm
I am enjoying a peaceful moment #17,calm
Everything feels calm today #18,calm
I am enjoying a peaceful moment #19,calm
Today I feel very calm #20,calm
I am enjoying a peaceful moment #21,calm
My mind feels quiet and relaxed #22,calm
My mind feels quiet and relaxed #23,calm
Today I feel very calm #24,calm
I feel peaceful and relaxed #25,calm
My mind feels quiet and relaxed #26,calm
I feel peaceful and relaxed #27,calm
Today I feel very calm #28,calm
My mind feels quiet and relaxed #29,calm
I am enjoying a peaceful moment #30,calm
I am enjoying a peaceful moment #31,calm
Everything feels calm today #32,calm
Today I feel very calm #33,calm
Today I feel very calm #34,calm
I feel peaceful and relaxed #35,calm
Everything feels calm today #36,calm
I am enjoying a peaceful moment #37,calm
Today I feel very calm #38,calm
My mind feels quiet and relaxed #39,calm
Everything feels calm today #40,calm
I am enjoying a peaceful moment #41,calm
My mind feels quiet and relaxed #42,calm
I am enjoying a peaceful moment #43,calm
My mind feels quiet and relaxed #44,calm
I feel peaceful and relaxed #45,calm
I feel peaceful and relaxed #46,calm
I feel peaceful and relaxed #47,calm
Today I feel very calm #48,calm
My mind feels quiet and relaxed #49,calm
Everything feels calm today #50,calm
I feel peaceful and relaxed #51,calm
My mind feels quiet and relaxed #52,calm
Everything feels calm today #53,calm
I am enjoying a peaceful moment #54,calm
Everything feels calm today #55,calm
I am enjoying a peaceful moment #56,calm
I feel peaceful and relaxed #57,calm
Today I feel very calm #58,calm
Everything feels calm today #59,calm
I am enjoying a peaceful moment #60,calm
Today I feel very calm #61,calm
Everything feels calm today #62,calm
Today I feel very calm #63,calm
My mind feels quiet and relaxed #64,calm
Everything feels calm today #65,calm
I feel peaceful and relaxed #66,calm
I am enjoying a peaceful moment #67,calm
I am enjoying a peaceful moment #68,calm
I feel peaceful and relaxed #69,calm
Everything feels calm today #70,calm
Everything feels calm today #71,calm
I feel peaceful and relaxed #72,calm
Everything feels calm today #73,calm
I feel peaceful and relaxed #74,calm
I am enjoying a peaceful moment #75,calm
My mind feels quiet and relaxed #76,calm
I feel peaceful and relaxed #77,calm
Everything feels calm today #78,calm
I feel peaceful and relaxed #79,calm
My mind feels quiet and relaxed #80,calm
I am enjoying a peaceful moment #81,calm
Everything feels calm today #82,calm
I feel peaceful and relaxed #83,calm
I feel peaceful and relaxed #84,calm
Everything feels calm today #85,calm
Today I feel very calm #86,calm
I feel peaceful and relaxed #87,calm
I am enjoying a peaceful moment #88,calm
Today I feel very calm #89,calm
Today I feel very calm #90,calm
I feel peaceful and relaxed #91,calm
I am enjoying a peaceful moment #92,calm
Everything feels calm today #93,calm
I feel peaceful and relaxed #94,calm
My mind feels quiet and relaxed #95,calm
My mind feels quiet and relaxed #96,calm
Everything feels calm today #97,calm
I feel peaceful and relaxed #98,calm
Today I feel very calm #99,calm
I am enjoying a peaceful moment #100,calm
I am enjoying a peaceful moment #101,calm
My mind feels quiet and relaxed #102,calm
My mind feels quiet and relaxed #103,calm
Today I feel very calm #104,calm
My mind feels quiet and relaxed #105,calm
I am enjoying a peaceful moment #106,calm
Everything feels calm today #107,calm
Everything feels calm today #108,calm
Everything feels calm today #109,calm
I am enjoying a peaceful moment #110,calm
Everything feels calm today #111,calm
I feel peaceful and relaxed #112,calm
My mind feels quiet and relaxed #113,calm
I am enjoying a peaceful moment #114,calm
Today I feel very calm #115,calm
Today I feel very calm #116,calm
Everything feels calm today #117,calm
I am enjoying a peaceful moment #118,calm
I am enjoying a peaceful moment #119,calm
Everything feels calm today #120,calm
Everything feels calm today #121,calm
Everything feels calm today #122,calm
I am enjoying a peaceful moment #123,calm
Everything feels calm today #124,calm
My mind feels quiet and relaxed #125,calm
My mind feels quiet and relaxed #126,calm
I feel peaceful and relaxed #127,calm
My mind feels quiet and relaxed #128,calm
I am enjoying a peaceful moment #129,calm
Today I feel very calm #130,calm
My mind feels quiet and relaxed #131,calm
Everything feels calm today #132,calm
I feel peaceful and relaxed #133,calm
My mind feels quiet and relaxed #134,calm
Today I feel very calm #135,calm
My mind feels quiet and relaxed #136,calm
I feel peaceful and relaxed #137,calm
Today I feel very calm #138,calm
I feel peaceful and relaxed #139,calm
My mind feels quiet and relaxed #140,calm
My mind feels quiet and relaxed #141,calm
Today I feel very calm #142,calm
I am enjoying a peaceful moment #143,calm
I am enjoying a peaceful moment #144,calm
I feel peaceful and relaxed #145,calm
My mind feels quiet and relaxed #146,calm
I feel peaceful and relaxed #147,calm
My mind feels quiet and relaxed #148,calm
I am enjoying a peaceful moment #149,calm
Everything feels calm today #150,calm
Today I feel very calm #151,calm
I am enjoying a peaceful moment #152,calm
Today I feel very calm #153,calm
I feel peaceful and relaxed #154,calm
Today I feel very calm #155,calm
My mind feels quiet and relaxed #156,calm
Today I feel very calm #157,calm
My mind feels quiet and relaxed #158,calm
Today I feel very calm #159,calm
I feel peaceful and relaxed #160,calm
My mind feels quiet and relaxed #161,calm
I am enjoying a peaceful moment #162,calm
Everything feels calm today #163,calm
Everything feels calm today #164,calm
Everything feels calm today #165,calm
Everything feels calm today #166,calm
Everything feels calm today #167,calm
I am enjoying a peaceful moment #168,calm
I am enjoying a peaceful moment #169,calm
My mind feels quiet and relaxed #170,calm
Everything feels calm today #171,calm
My mind feels quiet and relaxed #172,calm
Everything feels calm today #173,calm
I am enjoying a peaceful moment #174,calm
Everything feels calm today #175,calm
I feel peaceful and relaxed #176,calm
Everything feels calm today #177,calm
I am enjoying a peaceful moment #178,calm
Everything feels calm today #179,calm
Today I feel very calm #180,calm
I am enjoying a peaceful moment #181,calm
I am enjoying a peaceful moment #182,calm
Today I feel very calm #183,calm
Everything feels calm today #184,calm
I am enjoying a peaceful moment #185,calm
My mind feels quiet and relaxed #186,calm
My mind feels quiet and relaxed #187,calm
I am enjoying a peaceful moment #188,calm
I feel peaceful and relaxed #189,calm
Today I feel very calm #190,calm
Today I feel very calm #191,calm
I feel peaceful and relaxed #192,calm
Everything feels calm today #193,calm
I feel peaceful and relaxed #194,calm
Today I feel very calm #195,calm
I am enjoying a peaceful moment #196,calm
Everything feels calm today #197,calm
My mind feels quiet and relaxed #198,calm
Today I feel very calm #199,calm
I feel peaceful and relaxed #200,calm
I am enjoying a peaceful moment #201,calm
My mind feels quiet and relaxed #202,calm
My mind feels quiet and relaxed #203,calm
My mind feels quiet and relaxed #204,calm
I feel peaceful and relaxed #205,calm
Everything feels calm today #206,calm
I feel peaceful and relaxed #207,calm
My mind feels quiet and relaxed #208,calm
My mind feels quiet and relaxed #209,calm
